GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	13116	1961960	2	2	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	1963306	6069453	1	1	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	6070770	16536630	2	2	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	16540531	16947633	2	1	1
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	16949400	17619698	2	2	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	17623967	19378010	1	1	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	19379342	29425326	2	2	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	29426435	30812619	1	1	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	30813645	33177760	2	2	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	33179043	34948725	1	1	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	34949747	83167223	2	2	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	83168310	83417686	1	1	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	83418773	121635526	2	2	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	121636715	121642996	8	8	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	121644045	121676210	6	6	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	121683541	121692200	1	1	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	121693248	121697219	0	0	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	121706866	121731958	5	5	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	121733047	121739598	3	3	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	121740856	121742438	6	6	0
846ab4b9-0813-4651-a1d2-4a7e298ca6bd	chr1	143417573	161585380	2	2	0
