GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
0f626183-0588-4a00-8499-011ed1f9b4a3	chr1	13116	121742438	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr1	143417573	196757253	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr1	196758931	196843399	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr1	196844562	248425235	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr1	248426275	248655774	4	3	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr1	248656862	248945703	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr2	10587	242183243	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr3	18519	198181744	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr4	11961	190122722	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr5	11882	181363900	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr6	100116	75303999	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr6	75305271	75321228	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr6	75322426	170740469	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	20608	6570086	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	6571702	6957519	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	6958628	23745503	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	23746570	24035917	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	24037037	56026928	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	56027947	56774090	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	56777076	56909808	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	56911140	63864600	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	63866136	67428531	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	67430352	69126837	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	69127938	71015645	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	71017252	72019126	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	72020150	138226240	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	138227498	138406488	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	138407617	148319885	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	148320940	148732714	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr7	148735442	159334386	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr8	61774	145078402	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr9	10469	138256233	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr10	15029	5091432	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr10	5092681	5153730	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr10	5154798	13071684	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr10	13072703	13359653	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr10	13361097	94732015	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr10	94733116	95214761	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr10	95215869	132596131	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr10	132597867	133427415	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr10	133428733	133787009	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr11	87268	135076424	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr12	11065	133264676	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr13	18445955	114343123	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr14	18223583	18472052	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr14	18476086	106880670	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr15	19795285	101980591	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr16	10291	90226358	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr17	151035	43321215	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr17	43322568	43357506	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr17	43358815	83237603	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr18	16444	80259190	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr19	157892	58607412	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr20	80457	13232073	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr20	13233082	13249491	3	2	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr20	13250516	60912048	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr20	60913355	60922430	1	1	0
0f626183-0588-4a00-8499-011ed1f9b4a3	chr20	60923530	64331516	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr21	7762688	46699722	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chr22	15284540	50802392	2	1	1
0f626183-0588-4a00-8499-011ed1f9b4a3	chrX	2781514	155699751	2	1	1
