GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	13116	4748910	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	4750492	7862194	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	7863418	33231839	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	33233050	34907773	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	34909217	52684524	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	52685577	52972458	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	52973853	66501782	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	66502886	67757183	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	67758970	67815343	4	4	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	67816741	75620232	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	75622137	77404797	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	77405817	80261758	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	80263406	80465042	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	80466527	82071173	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	82072290	83988899	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	83991265	88301967	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	88303307	91806929	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	91808087	92597054	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	92599266	93479233	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	93482455	102458936	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	102460143	102959247	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	102961412	106893162	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	106895613	112738316	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	112739340	113064249	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	113065635	117044628	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	117045651	121597166	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	121599231	121621753	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	121623189	121626296	2	2	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	121627541	121630795	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	121631906	121633097	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	121634153	121742438	2	2	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	143417573	145721780	11	7	4
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	145725089	153717537	9	6	3
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	153719278	154511332	8	5	3
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	154512563	155356846	9	6	3
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	155358340	155942695	8	5	3
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	155944449	160821621	9	6	3
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	160822869	161053506	8	5	3
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	161054992	213736442	9	6	3
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	213738792	214320206	10	6	4
31fb52c6-8668-4928-992b-93cf5b7956f8	chr1	214321285	248945703	9	6	3
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	10587	57923402	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	57924682	60598276	6	3	3
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	60599656	89263864	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	89285760	89839960	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	89841357	175275045	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	175277241	202124808	7	5	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	202125930	203381821	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	203384313	205963112	7	5	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	205964282	206267162	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	206269486	208289262	7	5	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	208290415	208512952	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	208514828	227493725	7	5	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	227495857	227881403	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr2	227883633	242183243	7	5	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	18519	568711	16	16	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	570590	1435974	10	10	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	1438129	1816158	6	6	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	1817197	1903186	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	1905003	4349647	6	6	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	4350651	5794413	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	5795438	10915668	6	6	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	10917024	13207745	8	8	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	13208841	15472987	6	6	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	15474188	16459495	5	5	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	16460502	18135537	8	8	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	18138495	18923363	9	9	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	18924460	19357510	7	7	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	19358856	23201714	6	6	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	23203537	31706819	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	31708233	33107312	2	2	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	33108808	33804220	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	33805780	56473674	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	56474831	58553914	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	58556071	65363046	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	65364340	66171055	8	6	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	66173478	68881813	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	68884877	74673677	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	74675349	75899353	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	75900391	90258569	5	3	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	90261314	90455495	2	1	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	93786619	93808605	2	2	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	93811022	109127172	4	4	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	109129018	109581194	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	109582338	117206365	4	4	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	117208709	117289362	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	117290972	130044038	4	4	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	130045273	130087414	0	0	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	130088441	130222660	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	130224355	136063098	4	4	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	136064324	137036654	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	137037828	141637793	4	4	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	141639002	142916776	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	142917920	152927356	4	4	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	152928455	156017716	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	156019099	162793191	4	4	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	162794831	162908555	6	6	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	162909650	163070854	4	4	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	163072090	163518382	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr3	163519476	198181744	4	4	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	11961	17468816	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	17469878	17763999	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	17765646	25464853	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	25465947	25772811	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	25773996	38912280	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	38913680	40749247	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	40751505	49079406	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	49080718	49175827	2	1	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	49177545	49487364	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	49488736	49635479	3	3	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	49636481	51854595	2	1	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	51860928	109443747	4	2	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	109445400	112673472	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	112674713	112799189	4	3	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	112800330	157017437	6	4	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	157019069	164806690	8	6	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	164807708	165185565	7	5	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	165187379	181859259	8	6	2
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	181860269	187823060	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	187824892	188335644	2	2	0
31fb52c6-8668-4928-992b-93cf5b7956f8	chr4	188337168	190122722	3	2	1
31fb52c6-8668-4928-992b-93cf5b7956f8	chr5	11882	4160078	9	7	2
