GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	13116	2457713	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	2458892	3091111	3	2	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	3092123	6085752	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	6087074	6102295	2	1	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	6103524	121742438	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	143417573	144059433	12	9	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	144060732	144356777	8	8	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	144379398	144593265	9	7	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	144608808	145922929	6	5	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	145927267	146049473	7	5	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	146065662	175752839	5	4	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	175753863	175761561	5	3	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	175762710	189372186	3	2	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	189373238	189610955	4	4	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr1	189612332	248945703	3	2	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	10587	130167515	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	130168975	130181715	2	1	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	130183461	171414372	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	171416180	171481684	5	3	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	171483539	177248756	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	177249904	177278643	4	4	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	177279741	181040627	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	181041761	185000673	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	185003144	185965831	6	4	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	185967999	187607418	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	187609243	189864603	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	189865743	242130773	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	242131800	242145908	7	7	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	242148635	242149799	9	9	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr2	242152832	242183243	8	8	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	18519	203266	4	4	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	204691	17875173	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	17876551	17891572	3	2	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	17892723	18115518	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	18117170	18161286	2	1	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	18162295	19941001	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	19942018	21221667	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	21223278	24300734	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	24301839	24399885	7	4	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	24401124	27335339	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	27336628	27522429	4	4	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	27523913	27573393	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	27574563	28236094	7	4	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	28237383	40822383	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	40825308	41552477	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	41553629	41558933	1	1	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	41559934	46947672	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	46948900	47153153	6	6	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	47154719	54369679	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	54372632	54486188	5	3	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	54488061	69082441	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	69083516	69745319	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	69746509	71374892	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	71376219	72930270	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	72931518	73076348	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	73079181	73360096	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	73361415	74240668	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	74243481	75430469	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	75431542	75696659	2	1	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	75697675	76145116	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	76147199	76397923	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	76398993	88570428	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	88571478	88588761	5	5	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	88590874	94069659	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	94071698	94403595	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	94404596	104619429	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	104620782	104661512	6	6	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	104664561	117509967	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	117511180	117934569	7	4	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	117935706	118720427	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	118721513	118795696	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	118796884	124640869	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	124642048	124792205	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	124793927	129241422	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	129242921	129295341	6	6	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	129296561	129801956	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	129802964	130212432	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	130214403	130898623	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	130902859	131365716	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	131367056	136013184	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	136014775	136173956	6	6	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	136180142	136383694	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	136385078	136734119	6	6	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	136736165	140913019	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	140915258	140930715	7	4	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	140933153	142903813	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	142904956	143246600	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	143248998	145008656	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	145011426	145569253	7	4	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	145571347	162798484	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	162799491	162907431	0	0	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr3	162908555	198181744	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr4	11961	444042	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr4	445113	1576672	3	2	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr4	1578002	49216098	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr4	49217487	49307481	3	2	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr4	49308784	49322833	4	3	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr4	49487364	49655995	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr4	49656999	190122722	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr5	11882	8173014	6	4	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr5	8174075	8232557	4	3	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr5	8233570	25842057	6	4	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr5	25843268	25893978	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr5	25895081	43063999	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr5	43065138	54010719	5	3	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr5	54011942	97561612	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr5	97562702	97925924	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr5	97927614	181363900	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	100116	2163436	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	2164936	2194237	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	2195682	2336730	5	3	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	2339684	2899158	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	2902097	18371472	6	3	3
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	18372554	37466107	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	37467396	40565698	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	40566756	40692119	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	40693316	40766590	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	40768830	42708569	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	42710015	42773689	2	1	1
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	42775190	49008025	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	49010087	49113912	4	4	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	49115731	78264675	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	78265767	78321057	0	0	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	78322219	87417383	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	87418549	88541090	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	88542433	89518174	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	89520756	94673533	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	94674896	94759188	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	94760224	94967533	0	0	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	94970214	97128866	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	97130389	100943780	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	100945328	132254549	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	132255835	138375581	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	138377133	158665734	2	2	0
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr6	158666770	170740469	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr7	20608	159334386	4	2	2
1f25a90e-1fea-4361-b8d3-4b14350454dd	chr8	61774	71182213	4	2	2
