GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
b7e86b11-9879-4353-b6de-b87af018efdd	chr1	13116	248945703	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr2	10587	242183243	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr3	18519	198181744	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr4	11961	190122722	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr5	11882	45942052	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr5	45945199	46163016	3	2	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr5	46164028	46207969	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr5	46209868	46359292	3	2	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr5	46360503	181363900	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr6	100116	170740469	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr7	20608	159334386	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr8	61774	12149104	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr8	12150828	12537824	3	2	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr8	12539808	43591468	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr8	43592952	45983614	3	2	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr8	45985092	145078402	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr9	10469	39804135	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr9	39805279	39825345	1	1	0
b7e86b11-9879-4353-b6de-b87af018efdd	chr9	39826372	64639560	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr9	64644198	64889318	2	2	0
b7e86b11-9879-4353-b6de-b87af018efdd	chr9	64892100	68472546	3	2	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr9	68473891	138256233	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr10	15029	133787009	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr11	87268	135076424	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr12	11065	133264676	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr13	18445955	114343123	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr14	18223583	19956767	3	2	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr14	19958239	106880670	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr15	19795285	101980591	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr16	10291	14958994	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr16	14960164	15073522	3	2	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr16	15074903	90226358	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr17	151035	46186359	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr17	46188473	46696417	3	2	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr17	46703777	83237603	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr18	16444	80259190	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr19	157892	58607412	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr20	80457	64331516	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr21	7762688	46699722	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chr22	15284540	50802392	2	1	1
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	2781514	11573338	1	1	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	11574431	11585016	3	3	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	11586891	41471392	1	1	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	41475408	41510676	2	2	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	41512024	57199943	1	1	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	57201214	57222331	3	3	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	57223794	62599045	1	1	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	62601257	62694387	2	2	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	62696594	80416504	1	1	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	80418180	80492149	2	2	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	80493564	91926113	1	1	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	91927161	91950906	2	2	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	91952527	151616979	1	1	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	151618972	151645704	2	2	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrX	151646996	155699751	1	1	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrY	2789135	20772223	1	1	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrY	20800268	20857864	0	0	0
b7e86b11-9879-4353-b6de-b87af018efdd	chrY	20873246	26622951	1	1	0
