GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
72483032-4ef4-40ef-b2f9-64a56252e57d	chr1	13116	828811	2	2	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr1	830627	121742438	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr1	143417573	196763943	4	3	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr1	196765024	196849979	8	6	2
72483032-4ef4-40ef-b2f9-64a56252e57d	chr1	196851104	247668437	4	3	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr1	247669570	248945703	4	2	2
72483032-4ef4-40ef-b2f9-64a56252e57d	chr2	10587	86847527	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr2	86850318	87262594	2	2	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr2	87263608	242183243	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr3	18519	198181744	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr4	11961	49074595	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr4	49077735	49491240	2	2	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr4	49492248	49656999	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr4	51794225	190122722	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr5	11882	4309800	5	4	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr5	4310824	8752411	3	2	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr5	8753413	16865479	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr5	16867329	17767893	4	2	2
72483032-4ef4-40ef-b2f9-64a56252e57d	chr5	17768929	20004125	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr5	20005455	21535071	3	2	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr5	21536686	89572854	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr5	89575660	174815354	3	2	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr5	174816615	181363900	4	3	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr6	100116	168817997	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr6	168819019	170740469	2	2	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr7	20608	159334386	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr8	61774	145078402	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr9	10469	22064392	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr9	22065658	38707216	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr9	38708304	68375426	2	2	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr9	68376874	138256233	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr10	15029	99115445	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr10	99116538	117459494	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr10	117461210	133787009	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr11	87268	133137939	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr11	133139126	135076424	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr12	11065	23982049	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr12	23983652	30258366	5	4	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr12	30259514	31807715	3	2	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr12	31808774	33211683	5	4	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr12	33213104	34200678	3	2	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr12	34201990	133264676	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr13	18445955	60452403	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr13	60454285	107142800	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr13	107143880	107150721	0	0	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr13	107152094	114343123	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr14	18223583	106880670	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr15	19795285	66642545	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr15	66644061	66734964	3	2	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr15	66736457	101980591	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr16	10291	30596061	3	2	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr16	30599555	75720104	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr16	75721191	90226358	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr17	151035	21618635	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr17	21619693	83237603	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr18	16444	80259190	1	1	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr19	157892	58607412	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr20	80457	64331516	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr21	7762688	13908931	2	2	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr21	13910107	40779744	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr21	40780761	40789777	0	0	0
72483032-4ef4-40ef-b2f9-64a56252e57d	chr21	40791054	46699722	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr22	15284540	19838463	3	2	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chr22	19839721	50802392	2	1	1
72483032-4ef4-40ef-b2f9-64a56252e57d	chrX	2781514	155699751	1	1	0
