GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr1	13116	83747953	1	1	0
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr1	83749520	85561025	2	1	1
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr1	85562847	94697685	1	1	0
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr1	94698742	105174823	2	1	1
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr1	105175893	120412738	1	1	0
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr1	120415231	120435541	0	0	0
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr1	120436903	151653106	2	1	1
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr1	151654637	229607226	3	2	1
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr1	229608847	248945703	2	2	0
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr2	10587	86915237	2	1	1
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr2	86920194	87527395	2	2	0
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr2	87528718	242183243	2	1	1
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr3	18519	94291680	1	1	0
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr3	94292842	198181744	2	1	1
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr4	11961	48760657	2	1	1
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr4	48761992	49016289	1	1	0
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr4	49017682	51794225	2	2	0
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr4	51795413	190122722	2	1	1
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr5	11882	51324061	2	1	1
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr5	51326260	181363900	1	1	0
e8b4516b-888d-454a-b8c3-b13296ae60ed	chr6	100116	61571638	2	1	1
