GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
4a14d77a-990e-4cba-854c-856a434fa63a	chr1	13116	119773543	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr1	119775002	143419706	2	2	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr1	143461702	248945703	3	2	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr2	10587	242183243	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr3	18519	198181744	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr4	11961	190122722	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr5	11882	181363900	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr6	100116	21605898	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr6	21608535	22704423	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr6	22705426	124717806	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr6	124719210	124731501	6	4	2
4a14d77a-990e-4cba-854c-856a434fa63a	chr6	124732530	170740469	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr7	20608	63292701	3	2	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr7	63298276	159334386	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr8	61774	26235942	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr8	26237074	26244919	0	0	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr8	26245997	145078402	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr9	10469	43070419	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr9	60839871	68401642	2	2	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr9	68402734	138256233	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr10	15029	133787009	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr11	87268	135076424	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr12	11065	30214584	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr12	30216246	30462013	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr12	30463113	37514432	3	2	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr12	37516109	133264676	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr13	18445955	114343123	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr14	18223583	19825972	2	2	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr14	19827028	23994705	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr14	23995875	24011148	0	0	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr14	24012243	106880670	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr15	19795285	23429907	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr15	23433910	101980591	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr16	10291	18074566	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr16	18075748	18718115	2	2	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr16	18719792	90226358	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr17	151035	83237603	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr18	16444	80259190	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr19	157892	58607412	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	80457	34093474	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	34094519	37151377	3	2	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	37153630	42185707	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	42186841	42763500	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	42764787	48914617	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	48915630	49704748	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	49705960	50831224	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	50833343	51572152	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	51573431	51695172	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	51696433	51899940	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	51900973	52986210	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	52987934	53828963	3	2	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	53830764	55151592	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	55152615	55337468	4	3	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	55340016	55464484	3	2	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	55465641	55492000	2	2	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	55493035	57536558	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	57537804	59204707	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	59205849	59558492	1	1	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	59559594	61355997	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	61357110	61437743	4	2	2
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	61438848	61510620	3	2	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	61511722	61540001	4	2	2
4a14d77a-990e-4cba-854c-856a434fa63a	chr20	61541551	64331516	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr21	7762688	9945203	2	2	0
4a14d77a-990e-4cba-854c-856a434fa63a	chr21	9946294	46699722	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chr22	15284540	50802392	2	1	1
4a14d77a-990e-4cba-854c-856a434fa63a	chrX	2781514	155699751	2	1	1
