GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
209d6415-2a61-4428-abba-6774dbaabd97	chr1	13116	121742438	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr1	143417573	248945703	8	6	2
209d6415-2a61-4428-abba-6774dbaabd97	chr2	10587	23291988	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr2	23293165	25927119	2	2	0
209d6415-2a61-4428-abba-6774dbaabd97	chr2	25928337	26139646	2	1	1
209d6415-2a61-4428-abba-6774dbaabd97	chr2	26141157	29224242	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr2	29225894	33515788	2	2	0
209d6415-2a61-4428-abba-6774dbaabd97	chr2	33517217	36474909	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr2	36477001	36701311	2	2	0
209d6415-2a61-4428-abba-6774dbaabd97	chr2	36702324	46593929	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr2	46595893	52861922	2	2	0
209d6415-2a61-4428-abba-6774dbaabd97	chr2	52862967	242183243	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr3	18519	198181744	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr4	11961	190122722	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr5	11882	132156923	6	3	3
209d6415-2a61-4428-abba-6774dbaabd97	chr5	132158652	132320824	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr5	132322091	181363900	6	3	3
209d6415-2a61-4428-abba-6774dbaabd97	chr6	100116	60341069	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr6	60342549	82345999	2	2	0
209d6415-2a61-4428-abba-6774dbaabd97	chr6	82347102	82470290	1	1	0
209d6415-2a61-4428-abba-6774dbaabd97	chr6	82472463	165504517	2	2	0
209d6415-2a61-4428-abba-6774dbaabd97	chr6	165506080	170740469	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr7	20608	20804475	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr7	20805659	20818321	1	1	0
209d6415-2a61-4428-abba-6774dbaabd97	chr7	20819367	159334386	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr8	61774	145078402	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr9	10469	17561169	6	3	3
209d6415-2a61-4428-abba-6774dbaabd97	chr9	17562260	109170062	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr9	109171433	109316268	2	2	0
209d6415-2a61-4428-abba-6774dbaabd97	chr9	109317368	138256233	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr10	15029	100601098	4	2	2
209d6415-2a61-4428-abba-6774dbaabd97	chr10	100602358	118363537	2	2	0
209d6415-2a61-4428-abba-6774dbaabd97	chr10	118365003	133787009	4	2	2
