GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	13116	1945799	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	1947189	5973913	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	5975453	6963833	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	6966698	7660075	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	7661287	10685066	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	10686398	11647532	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	11648679	12647963	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	12649535	15088416	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	15089830	16725904	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	16726912	16940121	2	2	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	16941432	17644261	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	17645826	18869562	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	18871070	29257694	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	29260191	30673567	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	30674945	33478799	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	33479990	35000060	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	35001432	36535284	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	36536322	37429571	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	37430708	38048781	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	38050257	38784900	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	38786987	56924700	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	56925756	58462368	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	58463495	59969849	3	2	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	59971252	84530189	2	1	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	84531203	116580265	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	116584057	116947639	4	3	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	116948967	117140754	6	5	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	117141989	120838522	3	2	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	120840214	121742438	1	1	0
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	143417573	152198628	4	3	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	152199709	153313558	3	2	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	153314890	154608419	4	3	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	154609653	154920277	3	2	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	154922441	156258269	5	4	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	156259789	163366530	4	3	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	163368628	166824447	3	2	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	166825740	175203803	4	3	1
f76ff67d-b0b1-46c2-a6c3-687fad7136b1	chr1	175205123	177774889	3	2	1
