GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	13116	145763607	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	145772225	152258110	3	2	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	152259358	152298279	1	1	0
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	152299305	153345975	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	153347060	156166798	3	2	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	156168070	176416906	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	176418923	196775469	3	2	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	196777256	196852250	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	196853612	207466350	3	2	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	207467678	211248170	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	211249408	235108743	3	2	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr1	235109864	248945703	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr2	10587	66610503	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr2	66611649	66648404	1	1	0
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr2	66649492	175686267	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr2	175687379	175721553	1	1	0
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr2	175722558	242183243	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr3	18519	4805325	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr3	4807110	4836651	3	2	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr3	4837666	152191200	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr3	152192539	152207085	4	2	2
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr3	152208091	152286414	3	2	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr3	152289567	152330984	3	3	0
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr3	152332741	198181744	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr4	11961	3139232	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr4	3140455	3175532	1	1	0
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr4	3178294	5480314	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr4	5481595	5523611	1	1	0
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr4	5525281	52441866	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr4	52443055	52455849	1	1	0
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr4	52457739	57289321	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr4	57290422	57302287	1	1	0
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr4	57303288	61742130	2	1	1
50f5e8b2-aaff-4904-b2ea-b4acffb575fa	chr4	61743136	61759014	1	1	0
