GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	13116	69416566	2	1	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	69418270	69447760	0	0	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	69449178	71526623	2	1	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	71527706	71566899	0	0	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	71567930	74815631	2	1	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	74816777	74850615	0	0	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	74852361	98123031	2	1	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	98124159	98176374	0	0	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	98177617	106267751	2	1	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	106269104	106287509	0	0	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	106288871	121619151	2	1	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	121620345	121742438	1	1	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	143417573	177501966	3	2	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	177503558	177527075	1	1	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	177528313	194461594	3	2	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	194463382	194494910	1	1	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	194496378	197600527	3	2	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	197602109	197631962	1	1	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	197634740	198361933	3	2	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	198363933	198388481	1	1	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr1	198389528	248945703	3	2	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr2	10587	22496617	2	1	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr2	22497729	22551319	1	1	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr2	22552913	35217503	2	1	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr2	35218566	35236494	1	1	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr2	35237694	49327143	2	1	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr2	49328185	49335043	1	1	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr2	49336369	56384590	2	1	1
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr2	56386324	56407413	0	0	0
9fec70fd-2a49-4a9c-9576-153ef51cfa6d	chr2	56408493	89320734	2	1	1
