GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	13116	13499990	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	13501235	13874574	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	13875610	98128097	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	98129502	98166055	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	98170320	121639509	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	121640755	121676210	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	121683541	121731958	4	4	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	121733047	121739598	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	121740856	121742438	0	0	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	143417573	149875391	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	149883340	155203736	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	155205599	194465828	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	194467211	194488666	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	194490568	197594571	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	197596107	197626152	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr1	197627375	248945703	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	10587	23368	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	24839	52904266	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	52905278	52924087	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	52925090	89310998	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	89312921	89839960	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	89841357	97169743	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	97172132	97556164	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	97557412	118506930	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	118508060	123301160	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	123302601	123322267	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	123323467	126796447	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	126797686	162954547	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	162956116	162981723	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	162982857	181044363	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	181046047	181075915	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	181077309	184228992	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	184230058	184249371	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	184250779	184274639	2	2	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	184276306	184305159	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	184306222	194997068	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	194998703	195019201	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr2	195020382	242183243	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	18519	598602	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	602130	613991	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	617152	6141782	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	6143031	6165214	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	6166395	90258569	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	90261314	93805389	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	93807057	117288201	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	117289362	117305538	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	117308665	164751602	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	164753906	164777040	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	164778309	175106916	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	175108799	175128931	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	175130315	176284918	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	176286301	176307716	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr3	176309149	198181744	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	11961	49089765	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	49091180	49152899	0	0	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	49154316	49637506	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	49638700	51811015	0	0	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	51814398	54091724	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	54092905	54827958	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	54828968	58871014	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	58872846	58934118	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	58935262	72993132	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	72995203	73909912	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	73911087	97011811	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	97012912	97031343	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	97032605	106055652	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	106057164	106089172	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	106090599	129815759	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	129817468	129837004	0	0	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr4	129838244	190122722	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	11882	26366	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	27565	12108724	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	12109883	12119485	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	12120645	44341877	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	44345438	44365443	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	44366450	45937681	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	45938713	45995246	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	45996800	46016815	3	3	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	46018191	46092310	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	46094350	46133969	2	2	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	46135178	46356562	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	46358268	46393140	2	2	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	46395193	50143546	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	50144641	50190741	2	2	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	50192199	50263913	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	50265025	98142607	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	98144360	99199096	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	99200136	99226530	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	99227539	101320813	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	101322461	101380463	4	3	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	101381913	101409452	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	101411369	101920388	4	3	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	101921984	104459021	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	104460184	108894059	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	108895216	109895295	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	109897115	115510278	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	115511418	115996279	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	115997518	118125604	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	118126700	118146646	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	118147787	135763764	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	135764875	135776846	1	1	0
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	135777934	170164111	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	170165229	171819205	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	171820232	177784885	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	177785932	178522224	3	2	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	178523342	180162639	2	1	1
3ab37715-1f8f-449d-bd22-4cfdc9d57651	chr5	180163865	181363900	3	2	1
