GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	13116	796652	2	2	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	798969	2609830	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	2611214	5988702	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	5989741	6913204	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	6914730	7644620	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	7645937	11320301	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	11322869	11642025	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	11643786	12528664	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	12529944	17719792	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	17722115	18888567	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	18889934	19917915	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	19919215	29277487	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	29279134	30678472	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	30679482	33532317	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	33533530	34796827	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	34797842	36523345	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	36524435	37425350	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	37426553	38113721	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	38114965	38816002	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	38817887	41293827	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	41294890	44622957	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	44625494	44845110	4	2	2
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	44846595	58470463	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	58471668	59975596	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	59977525	66243385	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	66245285	66342962	4	2	2
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	66344514	67868753	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	67869941	84068820	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	84069849	95127901	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	95129131	111827466	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	111828971	112282064	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	112283505	121742438	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	143417573	147898990	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	147901321	152194931	4	2	2
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	152196040	153248240	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	153250181	181220521	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	181221586	182006089	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	182007218	192444794	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	192445858	193644772	4	2	2
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	193645995	197048846	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	197049925	198968314	4	2	2
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	198970274	234449795	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	234451262	236099437	4	2	2
77ac77c1-e644-4113-88b3-4813ff8c438d	chr1	236100913	248945703	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	10587	8069096	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	8070750	15647862	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	15649055	19843369	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	19844945	20732126	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	20733380	23726083	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	23727330	65679955	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	65681033	67944005	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	67945009	70355290	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	70356825	73199886	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	73200999	86861841	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	86864124	87932777	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	87935097	95734220	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	95736378	97737384	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	97739527	111078961	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	111081444	113996100	3	2	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	113997300	238471387	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	238474241	240841796	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr2	240842985	242183243	2	1	1
77ac77c1-e644-4113-88b3-4813ff8c438d	chr3	18519	4277084	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr3	4278113	5240514	2	2	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr3	5242697	15022019	1	1	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr3	15023801	33996458	2	2	0
77ac77c1-e644-4113-88b3-4813ff8c438d	chr3	33997460	45354544	1	1	0
