GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr1	13116	143417573	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr1	143419706	161562601	4	3	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr1	161564664	161648755	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr1	161649850	189377909	4	3	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr1	189379332	189579281	7	7	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr1	189580401	196754453	4	3	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr1	196756103	196837872	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr1	196840958	248588753	4	3	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr1	248590255	248633462	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr1	248634486	248945703	4	3	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr2	10587	111260248	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr2	111261563	111435516	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr2	111439275	242183243	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr3	18519	198181744	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr4	11961	187937203	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr4	187938391	187946867	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr4	187954816	190122722	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr5	11882	99145688	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr5	99146886	99214565	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr5	99215687	181363900	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	100116	253861	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	254883	382537	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	383649	17290303	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	17293332	18869940	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	18871329	18892948	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	18894005	18942338	3	3	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	18944064	25903839	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	25904883	43665466	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	43666910	47057721	4	2	2
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	47060098	48434712	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	48437019	52313465	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	52315067	60332946	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	60334058	133765630	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	133767146	170595763	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr6	170596889	170740469	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr7	20608	129506574	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr7	129507644	159334386	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr8	61774	67103757	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr8	67104883	89047511	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr8	89048710	89295339	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr8	89296428	145078402	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr9	10469	19389084	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr9	19391893	20828694	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr9	20830068	25487782	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr9	25489300	43070419	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr9	60839871	68285958	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr9	68297024	87443329	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr9	87445460	87460044	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr9	87461069	138179478	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr9	138180590	138256233	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr10	15029	22639585	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr10	22641618	22652044	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr10	22653487	133787009	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr11	87268	4216557	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr11	4218098	4366191	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr11	4367675	65451217	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr11	65452319	90025477	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr11	90028539	90093658	0	0	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr11	90095063	96221579	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr11	96222962	135076424	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr12	11065	32828938	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr12	32829941	32882507	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr12	32884191	46930813	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr12	46932122	133264676	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr13	18445955	55702634	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr13	55703951	114343123	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr14	18223583	19935750	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr14	19936896	106880670	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr15	19795285	79127689	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr15	79129345	79158080	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr15	79159527	101980591	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr16	10291	21395961	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr16	21459419	21587580	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr16	21591477	90226358	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr17	151035	83237603	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr18	16444	44493972	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr18	44495189	76104649	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr18	76105996	80259190	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr19	157892	19486431	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr19	19492012	24404920	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr19	24406065	27320984	4	3	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr19	27322074	58607412	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr20	80457	56991961	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr20	56992961	57015242	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr20	57016285	64331516	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr21	7762688	8705553	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr21	8756942	13463845	3	2	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr21	13464863	46699722	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr22	15284540	16533225	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chr22	16534833	50802392	2	1	1
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chrX	2781514	50449868	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chrX	50450910	50466163	0	0	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chrX	50468742	78194991	1	1	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chrX	78197903	155699751	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chrY	2789135	2839818	2	2	0
0de194e7-cd6e-42b7-b1bc-26838dfa9f15	chrY	2854465	26622951	1	1	0
